reading_id,timestamp_utc,home_id,panel_rated_amps,voltage,safety_threshold_a,appliance_id,appliance_name,location,priority_category,rated_kw,state,power_kw,current_a,panel_total_current_a,panel_headroom_a,alert_level
r-04801,2026-07-11T19:45:58Z,home-060,125,240,100,tv_entertainment,TV & entertainment,indoor,user_driven,0.25,ON,0.182,0.76,17.92,82.08,NORMAL
r-04802,2026-07-11T19:45:58Z,home-060,125,240,100,solar_inverter,Solar inverter,outdoor,generation,-5,OFF,0,0,17.92,82.08,NORMAL
r-04803,2026-07-11T19:45:58Z,home-060,125,240,100,garage_tools,Garage / power tools,outdoor,user_driven,1.4,OFF,0,0,17.92,82.08,NORMAL
r-04804,2026-07-11T19:45:58Z,home-060,125,240,100,hot_tub,Hot tub heater,outdoor,deferable,4,OFF,0,0,17.92,82.08,NORMAL
r-04805,2026-07-11T19:45:58Z,home-060,125,240,100,sump_pump,Sump pump,indoor,critical,0.75,ON,0.443,1.85,17.92,82.08,NORMAL
r-04806,2026-07-11T22:10:54Z,home-060,125,240,100,refrigerator,Refrigerator,indoor,critical,0.2,ON,0.129,0.54,9.58,90.42,NORMAL
r-04807,2026-07-11T22:10:54Z,home-060,125,240,100,lighting,Lighting circuits,indoor,critical,0.5,ON,0.362,1.51,9.58,90.42,NORMAL
r-04808,2026-07-11T22:10:54Z,home-060,125,240,100,medical_load,Medical / essential device,indoor,critical,0.6,ON,0.439,1.83,9.58,90.42,NORMAL
r-04809,2026-07-11T22:10:54Z,home-060,125,240,100,pool_pump,Pool pump,outdoor,deferable,1.1,OFF,0,0,9.58,90.42,NORMAL
r-04810,2026-07-11T22:10:54Z,home-060,125,240,100,microwave,Microwave,indoor,user_driven,1.2,OFF,0,0,9.58,90.42,NORMAL
r-04811,2026-07-11T22:10:54Z,home-060,125,240,100,ac_window,Window A/C unit,indoor,comfort,1.1,ON,0.753,3.14,9.58,90.42,NORMAL
r-04812,2026-07-11T22:10:54Z,home-060,125,240,100,tv_entertainment,TV & entertainment,indoor,user_driven,0.25,OFF,0,0,9.58,90.42,NORMAL
r-04813,2026-07-11T22:10:54Z,home-060,125,240,100,solar_inverter,Solar inverter,outdoor,generation,-5,OFF,0,0,9.58,90.42,NORMAL
r-04814,2026-07-11T22:10:54Z,home-060,125,240,100,garage_tools,Garage / power tools,outdoor,user_driven,1.4,OFF,0,0,9.58,90.42,NORMAL
r-04815,2026-07-11T22:10:54Z,home-060,125,240,100,hot_tub,Hot tub heater,outdoor,deferable,4,OFF,0,0,9.58,90.42,NORMAL
r-04816,2026-07-11T22:10:54Z,home-060,125,240,100,sump_pump,Sump pump,indoor,critical,0.75,ON,0.616,2.57,9.58,90.42,NORMAL
r-04817,2026-07-11T00:15:17Z,home-061,100,240,80,refrigerator,Refrigerator,indoor,critical,0.2,ON,0.161,0.67,11.16,68.84,NORMAL
r-04818,2026-07-11T00:15:17Z,home-061,100,240,80,lighting,Lighting circuits,indoor,critical,0.5,ON,0.37,1.54,11.16,68.84,NORMAL
r-04819,2026-07-11T00:15:17Z,home-061,100,240,80,medical_load,Medical / essential device,indoor,critical,0.6,ON,0.534,2.23,11.16,68.84,NORMAL
r-04820,2026-07-11T00:15:17Z,home-061,100,240,80,induction_stove,Induction stove,indoor,user_driven,7,OFF,0,0,11.16,68.84,NORMAL
r-04821,2026-07-11T00:15:17Z,home-061,100,240,80,ac_window,Window A/C unit,indoor,comfort,1.1,OFF,0,0,11.16,68.84,NORMAL
r-04822,2026-07-11T00:15:17Z,home-061,100,240,80,hot_tub,Hot tub heater,outdoor,deferable,4,OFF,0,0,11.16,68.84,NORMAL
r-04823,2026-07-11T00:15:17Z,home-061,100,240,80,dishwasher,Dishwasher,indoor,flexible,1.2,OFF,0,0,11.16,68.84,NORMAL
r-04824,2026-07-11T00:15:17Z,home-061,100,240,80,pool_pump,Pool pump,outdoor,deferable,1.1,ON,0.774,3.23,11.16,68.84,NORMAL
r-04825,2026-07-11T00:15:17Z,home-061,100,240,80,computer_office,Home office / computers,indoor,user_driven,0.35,OFF,0,0,11.16,68.84,NORMAL
r-04826,2026-07-11T00:15:17Z,home-061,100,240,80,outdoor_lighting,Outdoor / landscape lighting,outdoor,flexible,0.3,ON,0.258,1.07,11.16,68.84,NORMAL
r-04827,2026-07-11T00:15:17Z,home-061,100,240,80,sump_pump,Sump pump,indoor,critical,0.75,ON,0.465,1.94,11.16,68.84,NORMAL
r-04828,2026-07-11T00:15:17Z,home-061,100,240,80,freezer,Chest freezer,indoor,critical,0.15,ON,0.116,0.48,11.16,68.84,NORMAL
r-04829,2026-07-11T06:30:40Z,home-061,100,240,80,refrigerator,Refrigerator,indoor,critical,0.2,ON,0.168,0.7,38.09,41.91,NORMAL
r-04830,2026-07-11T06:30:40Z,home-061,100,240,80,lighting,Lighting circuits,indoor,critical,0.5,ON,0.294,1.23,38.09,41.91,NORMAL
r-04831,2026-07-11T06:30:40Z,home-061,100,240,80,medical_load,Medical / essential device,indoor,critical,0.6,ON,0.456,1.9,38.09,41.91,NORMAL
r-04832,2026-07-11T06:30:40Z,home-061,100,240,80,induction_stove,Induction stove,indoor,user_driven,7,ON,6.375,26.56,38.09,41.91,NORMAL
r-04833,2026-07-11T06:30:40Z,home-061,100,240,80,ac_window,Window A/C unit,indoor,comfort,1.1,OFF,0,0,38.09,41.91,NORMAL
r-04834,2026-07-11T06:30:40Z,home-061,100,240,80,hot_tub,Hot tub heater,outdoor,deferable,4,OFF,0,0,38.09,41.91,NORMAL
r-04835,2026-07-11T06:30:40Z,home-061,100,240,80,dishwasher,Dishwasher,indoor,flexible,1.2,OFF,0,0,38.09,41.91,NORMAL
r-04836,2026-07-11T06:30:40Z,home-061,100,240,80,pool_pump,Pool pump,outdoor,deferable,1.1,ON,0.728,3.03,38.09,41.91,NORMAL
r-04837,2026-07-11T06:30:40Z,home-061,100,240,80,computer_office,Home office / computers,indoor,user_driven,0.35,ON,0.282,1.18,38.09,41.91,NORMAL
r-04838,2026-07-11T06:30:40Z,home-061,100,240,80,outdoor_lighting,Outdoor / landscape lighting,outdoor,flexible,0.3,OFF,0,0,38.09,41.91,NORMAL
r-04839,2026-07-11T06:30:40Z,home-061,100,240,80,sump_pump,Sump pump,indoor,critical,0.75,ON,0.722,3.01,38.09,41.91,NORMAL
r-04840,2026-07-11T06:30:40Z,home-061,100,240,80,freezer,Chest freezer,indoor,critical,0.15,ON,0.117,0.49,38.09,41.91,NORMAL
r-04841,2026-07-11T08:45:32Z,home-061,100,240,80,refrigerator,Refrigerator,indoor,critical,0.2,ON,0.148,0.62,15.08,64.92,NORMAL
r-04842,2026-07-11T08:45:32Z,home-061,100,240,80,lighting,Lighting circuits,indoor,critical,0.5,ON,0.296,1.23,15.08,64.92,NORMAL
r-04843,2026-07-11T08:45:32Z,home-061,100,240,80,medical_load,Medical / essential device,indoor,critical,0.6,ON,0.508,2.12,15.08,64.92,NORMAL
r-04844,2026-07-11T08:45:32Z,home-061,100,240,80,induction_stove,Induction stove,indoor,user_driven,7,OFF,0,0,15.08,64.92,NORMAL
r-04845,2026-07-11T08:45:32Z,home-061,100,240,80,ac_window,Window A/C unit,indoor,comfort,1.1,OFF,0,0,15.08,64.92,NORMAL
r-04846,2026-07-11T08:45:32Z,home-061,100,240,80,hot_tub,Hot tub heater,outdoor,deferable,4,OFF,0,0,15.08,64.92,NORMAL
r-04847,2026-07-11T08:45:32Z,home-061,100,240,80,dishwasher,Dishwasher,indoor,flexible,1.2,ON,0.932,3.88,15.08,64.92,NORMAL
r-04848,2026-07-11T08:45:32Z,home-061,100,240,80,pool_pump,Pool pump,outdoor,deferable,1.1,ON,0.932,3.88,15.08,64.92,NORMAL
r-04849,2026-07-11T08:45:32Z,home-061,100,240,80,computer_office,Home office / computers,indoor,user_driven,0.35,ON,0.221,0.92,15.08,64.92,NORMAL
r-04850,2026-07-11T08:45:32Z,home-061,100,240,80,outdoor_lighting,Outdoor / landscape lighting,outdoor,flexible,0.3,OFF,0,0,15.08,64.92,NORMAL
r-04851,2026-07-11T08:45:32Z,home-061,100,240,80,sump_pump,Sump pump,indoor,critical,0.75,ON,0.441,1.84,15.08,64.92,NORMAL
r-04852,2026-07-11T08:45:32Z,home-061,100,240,80,freezer,Chest freezer,indoor,critical,0.15,ON,0.142,0.59,15.08,64.92,NORMAL
r-04853,2026-07-11T12:00:19Z,home-061,100,240,80,refrigerator,Refrigerator,indoor,critical,0.2,ON,0.138,0.57,8.1,71.9,NORMAL
r-04854,2026-07-11T12:00:19Z,home-061,100,240,80,lighting,Lighting circuits,indoor,critical,0.5,ON,0.438,1.82,8.1,71.9,NORMAL
r-04855,2026-07-11T12:00:19Z,home-061,100,240,80,medical_load,Medical / essential device,indoor,critical,0.6,ON,0.534,2.23,8.1,71.9,NORMAL
r-04856,2026-07-11T12:00:19Z,home-061,100,240,80,induction_stove,Induction stove,indoor,user_driven,7,OFF,0,0,8.1,71.9,NORMAL
r-04857,2026-07-11T12:00:19Z,home-061,100,240,80,ac_window,Window A/C unit,indoor,comfort,1.1,OFF,0,0,8.1,71.9,NORMAL
r-04858,2026-07-11T12:00:19Z,home-061,100,240,80,hot_tub,Hot tub heater,outdoor,deferable,4,OFF,0,0,8.1,71.9,NORMAL
r-04859,2026-07-11T12:00:19Z,home-061,100,240,80,dishwasher,Dishwasher,indoor,flexible,1.2,OFF,0,0,8.1,71.9,NORMAL
r-04860,2026-07-11T12:00:19Z,home-061,100,240,80,pool_pump,Pool pump,outdoor,deferable,1.1,OFF,0,0,8.1,71.9,NORMAL
r-04861,2026-07-11T12:00:19Z,home-061,100,240,80,computer_office,Home office / computers,indoor,user_driven,0.35,ON,0.205,0.85,8.1,71.9,NORMAL
r-04862,2026-07-11T12:00:19Z,home-061,100,240,80,outdoor_lighting,Outdoor / landscape lighting,outdoor,flexible,0.3,OFF,0,0,8.1,71.9,NORMAL
r-04863,2026-07-11T12:00:19Z,home-061,100,240,80,sump_pump,Sump pump,indoor,critical,0.75,ON,0.5,2.08,8.1,71.9,NORMAL
r-04864,2026-07-11T12:00:19Z,home-061,100,240,80,freezer,Chest freezer,indoor,critical,0.15,ON,0.128,0.53,8.1,71.9,NORMAL
r-04865,2026-07-11T17:30:27Z,home-061,100,240,80,refrigerator,Refrigerator,indoor,critical,0.2,ON,0.158,0.66,29.59,50.41,NORMAL
r-04866,2026-07-11T17:30:27Z,home-061,100,240,80,lighting,Lighting circuits,indoor,critical,0.5,ON,0.276,1.15,29.59,50.41,NORMAL
r-04867,2026-07-11T17:30:27Z,home-061,100,240,80,medical_load,Medical / essential device,indoor,critical,0.6,ON,0.362,1.51,29.59,50.41,NORMAL
r-04868,2026-07-11T17:30:27Z,home-061,100,240,80,induction_stove,Induction stove,indoor,user_driven,7,ON,5.353,22.3,29.59,50.41,NORMAL
r-04869,2026-07-11T17:30:27Z,home-061,100,240,80,ac_window,Window A/C unit,indoor,comfort,1.1,OFF,0,0,29.59,50.41,NORMAL
r-04870,2026-07-11T17:30:27Z,home-061,100,240,80,hot_tub,Hot tub heater,outdoor,deferable,4,OFF,0,0,29.59,50.41,NORMAL
r-04871,2026-07-11T17:30:27Z,home-061,100,240,80,dishwasher,Dishwasher,indoor,flexible,1.2,OFF,0,0,29.59,50.41,NORMAL
r-04872,2026-07-11T17:30:27Z,home-061,100,240,80,pool_pump,Pool pump,outdoor,deferable,1.1,OFF,0,0,29.59,50.41,NORMAL
r-04873,2026-07-11T17:30:27Z,home-061,100,240,80,computer_office,Home office / computers,indoor,user_driven,0.35,ON,0.29,1.21,29.59,50.41,NORMAL
r-04874,2026-07-11T17:30:27Z,home-061,100,240,80,outdoor_lighting,Outdoor / landscape lighting,outdoor,flexible,0.3,OFF,0,0,29.59,50.41,NORMAL
r-04875,2026-07-11T17:30:27Z,home-061,100,240,80,sump_pump,Sump pump,indoor,critical,0.75,ON,0.534,2.23,29.59,50.41,NORMAL
r-04876,2026-07-11T17:30:27Z,home-061,100,240,80,freezer,Chest freezer,indoor,critical,0.15,ON,0.128,0.53,29.59,50.41,NORMAL
r-04877,2026-07-11T19:45:44Z,home-061,100,240,80,refrigerator,Refrigerator,indoor,critical,0.2,ON,0.171,0.71,30.42,49.58,NORMAL
r-04878,2026-07-11T19:45:44Z,home-061,100,240,80,lighting,Lighting circuits,indoor,critical,0.5,ON,0.456,1.9,30.42,49.58,NORMAL
r-04879,2026-07-11T19:45:44Z,home-061,100,240,80,medical_load,Medical / essential device,indoor,critical,0.6,ON,0.354,1.48,30.42,49.58,NORMAL
r-04880,2026-07-11T19:45:44Z,home-061,100,240,80,induction_stove,Induction stove,indoor,user_driven,7,ON,4.451,18.55,30.42,49.58,NORMAL
r-04881,2026-07-11T19:45:44Z,home-061,100,240,80,ac_window,Window A/C unit,indoor,comfort,1.1,OFF,0,0,30.42,49.58,NORMAL
r-04882,2026-07-11T19:45:44Z,home-061,100,240,80,hot_tub,Hot tub heater,outdoor,deferable,4,OFF,0,0,30.42,49.58,NORMAL
r-04883,2026-07-11T19:45:44Z,home-061,100,240,80,dishwasher,Dishwasher,indoor,flexible,1.2,ON,0.674,2.81,30.42,49.58,NORMAL
r-04884,2026-07-11T19:45:44Z,home-061,100,240,80,pool_pump,Pool pump,outdoor,deferable,1.1,OFF,0,0,30.42,49.58,NORMAL
r-04885,2026-07-11T19:45:44Z,home-061,100,240,80,computer_office,Home office / computers,indoor,user_driven,0.35,ON,0.231,0.96,30.42,49.58,NORMAL
r-04886,2026-07-11T19:45:44Z,home-061,100,240,80,outdoor_lighting,Outdoor / landscape lighting,outdoor,flexible,0.3,ON,0.281,1.17,30.42,49.58,NORMAL
r-04887,2026-07-11T19:45:44Z,home-061,100,240,80,sump_pump,Sump pump,indoor,critical,0.75,ON,0.594,2.48,30.42,49.58,NORMAL
r-04888,2026-07-11T19:45:44Z,home-061,100,240,80,freezer,Chest freezer,indoor,critical,0.15,ON,0.088,0.37,30.42,49.58,NORMAL
r-04889,2026-07-11T22:10:49Z,home-061,100,240,80,refrigerator,Refrigerator,indoor,critical,0.2,ON,0.152,0.63,25.93,54.07,NORMAL
r-04890,2026-07-11T22:10:49Z,home-061,100,240,80,lighting,Lighting circuits,indoor,critical,0.5,ON,0.382,1.59,25.93,54.07,NORMAL
r-04891,2026-07-11T22:10:49Z,home-061,100,240,80,medical_load,Medical / essential device,indoor,critical,0.6,ON,0.336,1.4,25.93,54.07,NORMAL
r-04892,2026-07-11T22:10:49Z,home-061,100,240,80,induction_stove,Induction stove,indoor,user_driven,7,ON,4.33,18.04,25.93,54.07,NORMAL
r-04893,2026-07-11T22:10:49Z,home-061,100,240,80,ac_window,Window A/C unit,indoor,comfort,1.1,OFF,0,0,25.93,54.07,NORMAL
r-04894,2026-07-11T22:10:49Z,home-061,100,240,80,hot_tub,Hot tub heater,outdoor,deferable,4,OFF,0,0,25.93,54.07,NORMAL
r-04895,2026-07-11T22:10:49Z,home-061,100,240,80,dishwasher,Dishwasher,indoor,flexible,1.2,OFF,0,0,25.93,54.07,NORMAL
r-04896,2026-07-11T22:10:49Z,home-061,100,240,80,pool_pump,Pool pump,outdoor,deferable,1.1,OFF,0,0,25.93,54.07,NORMAL
r-04897,2026-07-11T22:10:49Z,home-061,100,240,80,computer_office,Home office / computers,indoor,user_driven,0.35,OFF,0,0,25.93,54.07,NORMAL
r-04898,2026-07-11T22:10:49Z,home-061,100,240,80,outdoor_lighting,Outdoor / landscape lighting,outdoor,flexible,0.3,ON,0.242,1.01,25.93,54.07,NORMAL
r-04899,2026-07-11T22:10:49Z,home-061,100,240,80,sump_pump,Sump pump,indoor,critical,0.75,ON,0.694,2.89,25.93,54.07,NORMAL
r-04900,2026-07-11T22:10:49Z,home-061,100,240,80,freezer,Chest freezer,indoor,critical,0.15,ON,0.086,0.36,25.93,54.07,NORMAL
r-04901,2026-07-11T00:15:25Z,home-062,100,240,80,refrigerator,Refrigerator,indoor,critical,0.2,ON,0.154,0.64,14.86,65.14,NORMAL
r-04902,2026-07-11T00:15:25Z,home-062,100,240,80,lighting,Lighting circuits,indoor,critical,0.5,ON,0.408,1.7,14.86,65.14,NORMAL
r-04903,2026-07-11T00:15:25Z,home-062,100,240,80,medical_load,Medical / essential device,indoor,critical,0.6,ON,0.495,2.06,14.86,65.14,NORMAL
r-04904,2026-07-11T00:15:25Z,home-062,100,240,80,induction_stove,Induction stove,indoor,user_driven,7,OFF,0,0,14.86,65.14,NORMAL
r-04905,2026-07-11T00:15:25Z,home-062,100,240,80,tv_entertainment,TV & entertainment,indoor,user_driven,0.25,OFF,0,0,14.86,65.14,NORMAL
r-04906,2026-07-11T00:15:25Z,home-062,100,240,80,garage_tools,Garage / power tools,outdoor,user_driven,1.4,OFF,0,0,14.86,65.14,NORMAL
r-04907,2026-07-11T00:15:25Z,home-062,100,240,80,pool_pump,Pool pump,outdoor,deferable,1.1,OFF,0,0,14.86,65.14,NORMAL
r-04908,2026-07-11T00:15:25Z,home-062,100,240,80,solar_inverter,Solar inverter,outdoor,generation,-5,OFF,0,0,14.86,65.14,NORMAL
r-04909,2026-07-11T00:15:25Z,home-062,100,240,80,heat_pump,Heat pump HVAC,outdoor,comfort,3.5,ON,2.422,10.09,14.86,65.14,NORMAL
r-04910,2026-07-11T00:15:25Z,home-062,100,240,80,freezer,Chest freezer,indoor,critical,0.15,ON,0.087,0.36,14.86,65.14,NORMAL
r-04911,2026-07-11T06:30:57Z,home-062,100,240,80,refrigerator,Refrigerator,indoor,critical,0.2,ON,0.168,0.7,0,80,NORMAL
r-04912,2026-07-11T06:30:57Z,home-062,100,240,80,lighting,Lighting circuits,indoor,critical,0.5,ON,0.475,1.98,0,80,NORMAL
r-04913,2026-07-11T06:30:57Z,home-062,100,240,80,medical_load,Medical / essential device,indoor,critical,0.6,ON,0.362,1.51,0,80,NORMAL
r-04914,2026-07-11T06:30:57Z,home-062,100,240,80,induction_stove,Induction stove,indoor,user_driven,7,OFF,0,0,0,80,NORMAL
r-04915,2026-07-11T06:30:57Z,home-062,100,240,80,tv_entertainment,TV & entertainment,indoor,user_driven,0.25,OFF,0,0,0,80,NORMAL
r-04916,2026-07-11T06:30:57Z,home-062,100,240,80,garage_tools,Garage / power tools,outdoor,user_driven,1.4,OFF,0,0,0,80,NORMAL
r-04917,2026-07-11T06:30:57Z,home-062,100,240,80,pool_pump,Pool pump,outdoor,deferable,1.1,OFF,0,0,0,80,NORMAL
r-04918,2026-07-11T06:30:57Z,home-062,100,240,80,solar_inverter,Solar inverter,outdoor,generation,-5,ON,-4.384,18.27,0,80,NORMAL
r-04919,2026-07-11T06:30:57Z,home-062,100,240,80,heat_pump,Heat pump HVAC,outdoor,comfort,3.5,ON,2.615,10.9,0,80,NORMAL
r-04920,2026-07-11T06:30:57Z,home-062,100,240,80,freezer,Chest freezer,indoor,critical,0.15,ON,0.117,0.49,0,80,NORMAL
r-04921,2026-07-11T08:45:37Z,home-062,100,240,80,refrigerator,Refrigerator,indoor,critical,0.2,ON,0.192,0.8,8.84,71.16,NORMAL
r-04922,2026-07-11T08:45:37Z,home-062,100,240,80,lighting,Lighting circuits,indoor,critical,0.5,ON,0.351,1.46,8.84,71.16,NORMAL
r-04923,2026-07-11T08:45:37Z,home-062,100,240,80,medical_load,Medical / essential device,indoor,critical,0.6,ON,0.493,2.05,8.84,71.16,NORMAL
r-04924,2026-07-11T08:45:37Z,home-062,100,240,80,induction_stove,Induction stove,indoor,user_driven,7,OFF,0,0,8.84,71.16,NORMAL
r-04925,2026-07-11T08:45:37Z,home-062,100,240,80,tv_entertainment,TV & entertainment,indoor,user_driven,0.25,OFF,0,0,8.84,71.16,NORMAL
r-04926,2026-07-11T08:45:37Z,home-062,100,240,80,garage_tools,Garage / power tools,outdoor,user_driven,1.4,OFF,0,0,8.84,71.16,NORMAL
r-04927,2026-07-11T08:45:37Z,home-062,100,240,80,pool_pump,Pool pump,outdoor,deferable,1.1,ON,0.957,3.99,8.84,71.16,NORMAL
r-04928,2026-07-11T08:45:37Z,home-062,100,240,80,solar_inverter,Solar inverter,outdoor,generation,-5,OFF,0,0,8.84,71.16,NORMAL
r-04929,2026-07-11T08:45:37Z,home-062,100,240,80,heat_pump,Heat pump HVAC,outdoor,comfort,3.5,OFF,0,0,8.84,71.16,NORMAL
r-04930,2026-07-11T08:45:37Z,home-062,100,240,80,freezer,Chest freezer,indoor,critical,0.15,ON,0.128,0.53,8.84,71.16,NORMAL
r-04931,2026-07-11T12:00:47Z,home-062,100,240,80,refrigerator,Refrigerator,indoor,critical,0.2,ON,0.142,0.59,9.07,70.93,NORMAL
r-04932,2026-07-11T12:00:47Z,home-062,100,240,80,lighting,Lighting circuits,indoor,critical,0.5,ON,0.381,1.59,9.07,70.93,NORMAL
r-04933,2026-07-11T12:00:47Z,home-062,100,240,80,medical_load,Medical / essential device,indoor,critical,0.6,ON,0.592,2.47,9.07,70.93,NORMAL
r-04934,2026-07-11T12:00:47Z,home-062,100,240,80,induction_stove,Induction stove,indoor,user_driven,7,OFF,0,0,9.07,70.93,NORMAL
r-04935,2026-07-11T12:00:47Z,home-062,100,240,80,tv_entertainment,TV & entertainment,indoor,user_driven,0.25,OFF,0,0,9.07,70.93,NORMAL
r-04936,2026-07-11T12:00:47Z,home-062,100,240,80,garage_tools,Garage / power tools,outdoor,user_driven,1.4,OFF,0,0,9.07,70.93,NORMAL
r-04937,2026-07-11T12:00:47Z,home-062,100,240,80,pool_pump,Pool pump,outdoor,deferable,1.1,ON,0.844,3.52,9.07,70.93,NORMAL
r-04938,2026-07-11T12:00:47Z,home-062,100,240,80,solar_inverter,Solar inverter,outdoor,generation,-5,ON,-3.102,12.93,9.07,70.93,NORMAL
r-04939,2026-07-11T12:00:47Z,home-062,100,240,80,heat_pump,Heat pump HVAC,outdoor,comfort,3.5,ON,3.175,13.23,9.07,70.93,NORMAL
r-04940,2026-07-11T12:00:47Z,home-062,100,240,80,freezer,Chest freezer,indoor,critical,0.15,ON,0.146,0.61,9.07,70.93,NORMAL
r-04941,2026-07-11T17:30:31Z,home-062,100,240,80,refrigerator,Refrigerator,indoor,critical,0.2,ON,0.137,0.57,31.99,48.01,NORMAL
r-04942,2026-07-11T17:30:31Z,home-062,100,240,80,lighting,Lighting circuits,indoor,critical,0.5,ON,0.322,1.34,31.99,48.01,NORMAL
r-04943,2026-07-11T17:30:31Z,home-062,100,240,80,medical_load,Medical / essential device,indoor,critical,0.6,ON,0.343,1.43,31.99,48.01,NORMAL
r-04944,2026-07-11T17:30:31Z,home-062,100,240,80,induction_stove,Induction stove,indoor,user_driven,7,ON,6.625,27.6,31.99,48.01,NORMAL
r-04945,2026-07-11T17:30:31Z,home-062,100,240,80,tv_entertainment,TV & entertainment,indoor,user_driven,0.25,ON,0.155,0.65,31.99,48.01,NORMAL
r-04946,2026-07-11T17:30:31Z,home-062,100,240,80,garage_tools,Garage / power tools,outdoor,user_driven,1.4,OFF,0,0,31.99,48.01,NORMAL
r-04947,2026-07-11T17:30:31Z,home-062,100,240,80,pool_pump,Pool pump,outdoor,deferable,1.1,OFF,0,0,31.99,48.01,NORMAL
r-04948,2026-07-11T17:30:31Z,home-062,100,240,80,solar_inverter,Solar inverter,outdoor,generation,-5,ON,-2.893,12.05,31.99,48.01,NORMAL
r-04949,2026-07-11T17:30:31Z,home-062,100,240,80,heat_pump,Heat pump HVAC,outdoor,comfort,3.5,ON,2.898,12.07,31.99,48.01,NORMAL
r-04950,2026-07-11T17:30:31Z,home-062,100,240,80,freezer,Chest freezer,indoor,critical,0.15,ON,0.091,0.38,31.99,48.01,NORMAL
r-04951,2026-07-11T19:45:14Z,home-062,100,240,80,refrigerator,Refrigerator,indoor,critical,0.2,ON,0.154,0.64,14.88,65.12,NORMAL
r-04952,2026-07-11T19:45:14Z,home-062,100,240,80,lighting,Lighting circuits,indoor,critical,0.5,ON,0.499,2.08,14.88,65.12,NORMAL
r-04953,2026-07-11T19:45:14Z,home-062,100,240,80,medical_load,Medical / essential device,indoor,critical,0.6,ON,0.542,2.26,14.88,65.12,NORMAL
r-04954,2026-07-11T19:45:14Z,home-062,100,240,80,induction_stove,Induction stove,indoor,user_driven,7,OFF,0,0,14.88,65.12,NORMAL
r-04955,2026-07-11T19:45:14Z,home-062,100,240,80,tv_entertainment,TV & entertainment,indoor,user_driven,0.25,ON,0.2,0.83,14.88,65.12,NORMAL
r-04956,2026-07-11T19:45:14Z,home-062,100,240,80,garage_tools,Garage / power tools,outdoor,user_driven,1.4,OFF,0,0,14.88,65.12,NORMAL
r-04957,2026-07-11T19:45:14Z,home-062,100,240,80,pool_pump,Pool pump,outdoor,deferable,1.1,OFF,0,0,14.88,65.12,NORMAL
r-04958,2026-07-11T19:45:14Z,home-062,100,240,80,solar_inverter,Solar inverter,outdoor,generation,-5,OFF,0,0,14.88,65.12,NORMAL
r-04959,2026-07-11T19:45:14Z,home-062,100,240,80,heat_pump,Heat pump HVAC,outdoor,comfort,3.5,ON,2.089,8.7,14.88,65.12,NORMAL
r-04960,2026-07-11T19:45:14Z,home-062,100,240,80,freezer,Chest freezer,indoor,critical,0.15,ON,0.086,0.36,14.88,65.12,NORMAL
r-04961,2026-07-11T22:10:28Z,home-062,100,240,80,refrigerator,Refrigerator,indoor,critical,0.2,ON,0.182,0.76,18.77,61.23,NORMAL
r-04962,2026-07-11T22:10:28Z,home-062,100,240,80,lighting,Lighting circuits,indoor,critical,0.5,ON,0.492,2.05,18.77,61.23,NORMAL
r-04963,2026-07-11T22:10:28Z,home-062,100,240,80,medical_load,Medical / essential device,indoor,critical,0.6,ON,0.534,2.23,18.77,61.23,NORMAL
r-04964,2026-07-11T22:10:28Z,home-062,100,240,80,induction_stove,Induction stove,indoor,user_driven,7,OFF,0,0,18.77,61.23,NORMAL
r-04965,2026-07-11T22:10:28Z,home-062,100,240,80,tv_entertainment,TV & entertainment,indoor,user_driven,0.25,ON,0.206,0.86,18.77,61.23,NORMAL
r-04966,2026-07-11T22:10:28Z,home-062,100,240,80,garage_tools,Garage / power tools,outdoor,user_driven,1.4,OFF,0,0,18.77,61.23,NORMAL
r-04967,2026-07-11T22:10:28Z,home-062,100,240,80,pool_pump,Pool pump,outdoor,deferable,1.1,ON,0.883,3.68,18.77,61.23,NORMAL
r-04968,2026-07-11T22:10:28Z,home-062,100,240,80,solar_inverter,Solar inverter,outdoor,generation,-5,OFF,0,0,18.77,61.23,NORMAL
r-04969,2026-07-11T22:10:28Z,home-062,100,240,80,heat_pump,Heat pump HVAC,outdoor,comfort,3.5,ON,2.111,8.8,18.77,61.23,NORMAL
r-04970,2026-07-11T22:10:28Z,home-062,100,240,80,freezer,Chest freezer,indoor,critical,0.15,ON,0.096,0.4,18.77,61.23,NORMAL
r-04971,2026-07-11T00:15:21Z,home-063,100,240,80,refrigerator,Refrigerator,indoor,critical,0.2,ON,0.184,0.77,8.05,71.95,NORMAL
r-04972,2026-07-11T00:15:21Z,home-063,100,240,80,lighting,Lighting circuits,indoor,critical,0.5,ON,0.303,1.26,8.05,71.95,NORMAL
r-04973,2026-07-11T00:15:21Z,home-063,100,240,80,medical_load,Medical / essential device,indoor,critical,0.6,ON,0.385,1.6,8.05,71.95,NORMAL
r-04974,2026-07-11T00:15:21Z,home-063,100,240,80,washer,Washing machine,indoor,flexible,0.7,OFF,0,0,8.05,71.95,NORMAL
r-04975,2026-07-11T00:15:21Z,home-063,100,240,80,solar_inverter,Solar inverter,outdoor,generation,-5,OFF,0,0,8.05,71.95,NORMAL
r-04976,2026-07-11T00:15:21Z,home-063,100,240,80,computer_office,Home office / computers,indoor,user_driven,0.35,ON,0.324,1.35,8.05,71.95,NORMAL
